Timestamp,EventType,Severity,Location,TargetSector,ThreatActor,ImpactScore,Date,Hour,DayOfWeek,Month,Quarter,Year,CumulativeImpact,Latitude,Longitude
2024-03-05 23:00:00,Physical Intrusion,High,Asia,Manufacturing,Hacktivist,18,2024-03-05,23,Tuesday,2024-03,2024Q1,2024,78413,31.920587083643888,106.70967531614356
2024-03-06 00:00:00,Insider Threat,Medium,Africa,Technology,Unknown,91,2024-03-06,0,Wednesday,2024-03,2024Q1,2024,78504,4.707878116300276,23.381317349447556
2024-03-06 01:00:00,Physical Intrusion,Medium,South America,Healthcare,Organized Crime,79,2024-03-06,1,Wednesday,2024-03,2024Q1,2024,78583,-12.859010098372291,-65.51233744822652
2024-03-06 02:00:00,Social Engineering,High,South America,Government,Unknown,56,2024-03-06,2,Wednesday,2024-03,2024Q1,2024,78639,-9.540626674671941,-61.69321156412717
2024-03-06 03:00:00,Data Breach,Medium,North America,Energy,Insider,85,2024-03-06,3,Wednesday,2024-03,2024Q1,2024,78724,29.100006874502338,-96.34376095002418
2024-03-06 04:00:00,Cyber Attack,Low,Africa,Healthcare,Insider,22,2024-03-06,4,Wednesday,2024-03,2024Q1,2024,78746,-1.430165652847573,27.87234544848937
2024-03-06 05:00:00,Cyber Attack,Medium,South America,Government,Insider,8,2024-03-06,5,Wednesday,2024-03,2024Q1,2024,78754,-14.330653041340947,-58.538743124419106
2024-03-06 06:00:00,Insider Threat,High,Europe,Finance,Organized Crime,11,2024-03-06,6,Wednesday,2024-03,2024Q1,2024,78765,56.50770516695029,7.4524069277964555
2024-03-06 07:00:00,Physical Intrusion,Low,South America,Manufacturing,Nation State,12,2024-03-06,7,Wednesday,2024-03,2024Q1,2024,78777,-19.223311645010345,-64.14890278954941
2024-03-06 08:00:00,Insider Threat,Low,Europe,Energy,Insider,48,2024-03-06,8,Wednesday,2024-03,2024Q1,2024,78825,48.29685365737576,9.990127520745297
2024-03-06 09:00:00,Data Breach,Low,Asia,Energy,Unknown,63,2024-03-06,9,Wednesday,2024-03,2024Q1,2024,78888,35.70397765103533,104.80864315936444
2024-03-06 10:00:00,Insider Threat,Critical,Europe,Healthcare,Nation State,27,2024-03-06,10,Wednesday,2024-03,2024Q1,2024,78915,53.806973287824185,-0.7918098610232143
2024-03-06 11:00:00,Cyber Attack,Low,Europe,Technology,Unknown,35,2024-03-06,11,Wednesday,2024-03,2024Q1,2024,78950,44.453581778689255,1.5183907830588836
2024-03-06 12:00:00,Cyber Attack,Medium,North America,Government,Insider,2,2024-03-06,12,Wednesday,2024-03,2024Q1,2024,78952,44.05824578213999,-111.41935768314303
2024-03-06 13:00:00,Social Engineering,Medium,South America,Manufacturing,Organized Crime,99,2024-03-06,13,Wednesday,2024-03,2024Q1,2024,79051,-17.95044373502208,-59.92655002825598
2024-03-06 14:00:00,Social Engineering,Medium,Asia,Manufacturing,Nation State,95,2024-03-06,14,Wednesday,2024-03,2024Q1,2024,79146,36.87674900265151,110.26174593128906
2024-03-06 15:00:00,Data Breach,Medium,South America,Healthcare,Nation State,8,2024-03-06,15,Wednesday,2024-03,2024Q1,2024,79154,-15.965037517922848,-55.443058710428204
2024-03-06 16:00:00,Physical Intrusion,Low,Europe,Technology,Insider,20,2024-03-06,16,Wednesday,2024-03,2024Q1,2024,79174,51.374778538396555,3.6021777566187785
2024-03-06 17:00:00,Insider Threat,Medium,Australia,Technology,Insider,8,2024-03-06,17,Wednesday,2024-03,2024Q1,2024,79182,-23.93953363970109,130.4158540483183
2024-03-06 18:00:00,Data Breach,High,Europe,Technology,Insider,63,2024-03-06,18,Wednesday,2024-03,2024Q1,2024,79245,56.385056315426716,3.4902294986159346
2024-03-06 19:00:00,Social Engineering,High,South America,Energy,Hacktivist,68,2024-03-06,19,Wednesday,2024-03,2024Q1,2024,79313,-16.178204158186603,-59.555208612577935
2024-03-06 20:00:00,Insider Threat,Low,Asia,Government,Organized Crime,31,2024-03-06,20,Wednesday,2024-03,2024Q1,2024,79344,33.488167944080764,109.62597785064334
2024-03-06 21:00:00,Social Engineering,High,Australia,Government,Organized Crime,32,2024-03-06,21,Wednesday,2024-03,2024Q1,2024,79376,-19.65807730042914,140.6876270581232
2024-03-06 22:00:00,Insider Threat,Medium,Asia,Healthcare,Insider,13,2024-03-06,22,Wednesday,2024-03,2024Q1,2024,79389,42.0014766657825,101.60156150438183
2024-03-06 23:00:00,Physical Intrusion,High,North America,Finance,Hacktivist,86,2024-03-06,23,Wednesday,2024-03,2024Q1,2024,79475,38.01864650720077,-99.44825772409365
2024-03-07 00:00:00,Data Breach,Medium,Europe,Healthcare,Insider,26,2024-03-07,0,Thursday,2024-03,2024Q1,2024,79501,53.4617180566339,6.279096867692764
2024-03-07 01:00:00,Insider Threat,Medium,Europe,Government,Insider,81,2024-03-07,1,Thursday,2024-03,2024Q1,2024,79582,45.73060166090114,10.115240645096014
2024-03-07 02:00:00,Cyber Attack,Critical,North America,Energy,Organized Crime,29,2024-03-07,2,Thursday,2024-03,2024Q1,2024,79611,43.49085036840861,-103.1715271057902
2024-03-07 03:00:00,Cyber Attack,High,South America,Healthcare,Hacktivist,91,2024-03-07,3,Thursday,2024-03,2024Q1,2024,79702,-10.399476604944454,-62.7982813861496
2024-03-07 04:00:00,Insider Threat,Medium,Europe,Finance,Organized Crime,86,2024-03-07,4,Thursday,2024-03,2024Q1,2024,79788,48.62397417295723,3.389042313988626
2024-03-07 05:00:00,Insider Threat,Low,South America,Manufacturing,Insider,18,2024-03-07,5,Thursday,2024-03,2024Q1,2024,79806,-9.445805175581587,-75.03105936442904
2024-03-07 06:00:00,Insider Threat,Low,Asia,Healthcare,Unknown,69,2024-03-07,6,Thursday,2024-03,2024Q1,2024,79875,33.68646809127542,103.09061805288083
2024-03-07 07:00:00,Cyber Attack,Low,Australia,Technology,Nation State,12,2024-03-07,7,Thursday,2024-03,2024Q1,2024,79887,-24.879827399072873,136.69383095635405
2024-03-07 08:00:00,Cyber Attack,Low,Australia,Finance,Insider,2,2024-03-07,8,Thursday,2024-03,2024Q1,2024,79889,-23.044359172093266,136.0202349434713
2024-03-07 09:00:00,Insider Threat,Low,Australia,Technology,Hacktivist,42,2024-03-07,9,Thursday,2024-03,2024Q1,2024,79931,-29.800430269999623,127.51630271327248
2024-03-07 10:00:00,Social Engineering,High,Africa,Energy,Unknown,7,2024-03-07,10,Thursday,2024-03,2024Q1,2024,79938,-6.794440410194201,8.718231847463416
2024-03-07 11:00:00,Social Engineering,Low,North America,Government,Hacktivist,47,2024-03-07,11,Thursday,2024-03,2024Q1,2024,79985,41.39892957936318,-100.3988110594994
2024-03-07 12:00:00,Physical Intrusion,Medium,Australia,Healthcare,Insider,90,2024-03-07,12,Thursday,2024-03,2024Q1,2024,80075,-28.70966629557066,129.20202278712182
2024-03-07 13:00:00,Data Breach,Low,Europe,Healthcare,Insider,54,2024-03-07,13,Thursday,2024-03,2024Q1,2024,80129,43.89639913806566,7.748158950505587
2024-03-07 14:00:00,Social Engineering,Low,North America,Technology,Nation State,15,2024-03-07,14,Thursday,2024-03,2024Q1,2024,80144,43.844986332005156,-105.8450966916073
2024-03-07 15:00:00,Cyber Attack,Low,Asia,Technology,Hacktivist,58,2024-03-07,15,Thursday,2024-03,2024Q1,2024,80202,42.58419047904903,97.22004669997104
2024-03-07 16:00:00,Social Engineering,Low,Asia,Government,Unknown,33,2024-03-07,16,Thursday,2024-03,2024Q1,2024,80235,39.286325150077815,110.85227767020186
2024-03-07 17:00:00,Physical Intrusion,High,Asia,Healthcare,Nation State,67,2024-03-07,17,Thursday,2024-03,2024Q1,2024,80302,29.077083203697054,107.29955706108373
2024-03-07 18:00:00,Physical Intrusion,High,Asia,Government,Hacktivist,63,2024-03-07,18,Thursday,2024-03,2024Q1,2024,80365,35.89130895878313,104.87578339093186
2024-03-07 19:00:00,Data Breach,Low,Africa,Technology,Insider,48,2024-03-07,19,Thursday,2024-03,2024Q1,2024,80413,-1.5473660225930097,24.442970503959536
2024-03-07 20:00:00,Social Engineering,Medium,South America,Manufacturing,Nation State,66,2024-03-07,20,Thursday,2024-03,2024Q1,2024,80479,-19.264112544645027,-59.91260273104248
2024-03-07 21:00:00,Cyber Attack,Medium,South America,Technology,Insider,81,2024-03-07,21,Thursday,2024-03,2024Q1,2024,80560,-14.57436854767207,-61.892314637153824
2024-03-07 22:00:00,Cyber Attack,High,Australia,Finance,Organized Crime,65,2024-03-07,22,Thursday,2024-03,2024Q1,2024,80625,-25.3376555670036,143.28998458963838
2024-03-07 23:00:00,Insider Threat,High,Africa,Technology,Organized Crime,36,2024-03-07,23,Thursday,2024-03,2024Q1,2024,80661,-1.1634027597972714,28.615415153835514
2024-03-08 00:00:00,Cyber Attack,Medium,South America,Technology,Nation State,17,2024-03-08,0,Friday,2024-03,2024Q1,2024,80678,-10.059444035971248,-65.04585180400237
2024-03-08 01:00:00,Data Breach,Medium,Asia,Manufacturing,Nation State,2,2024-03-08,1,Friday,2024-03,2024Q1,2024,80680,41.49933863408817,106.36360907801962
2024-03-08 02:00:00,Data Breach,High,South America,Government,Hacktivist,33,2024-03-08,2,Friday,2024-03,2024Q1,2024,80713,-16.61632815161561,-59.28152633612645
2024-03-08 03:00:00,Cyber Attack,Low,North America,Finance,Unknown,93,2024-03-08,3,Friday,2024-03,2024Q1,2024,80806,39.10305110062355,-95.68573439983638
2024-03-08 04:00:00,Cyber Attack,Medium,Australia,Finance,Unknown,6,2024-03-08,4,Friday,2024-03,2024Q1,2024,80812,-26.237666338275265,129.70487392729436
2024-03-08 05:00:00,Insider Threat,Critical,South America,Healthcare,Organized Crime,43,2024-03-08,5,Friday,2024-03,2024Q1,2024,80855,-12.425346845781446,-53.620179301852936
2024-03-08 06:00:00,Cyber Attack,High,North America,Manufacturing,Organized Crime,100,2024-03-08,6,Friday,2024-03,2024Q1,2024,80955,41.657182287473645,-104.62381960580124
2024-03-08 07:00:00,Insider Threat,Medium,Europe,Energy,Organized Crime,88,2024-03-08,7,Friday,2024-03,2024Q1,2024,81043,46.45207585581711,9.325900693687721
2024-03-08 08:00:00,Insider Threat,Medium,North America,Healthcare,Insider,11,2024-03-08,8,Friday,2024-03,2024Q1,2024,81054,39.35621578466212,-105.68214223242927
2024-03-08 09:00:00,Cyber Attack,Low,North America,Healthcare,Unknown,5,2024-03-08,9,Friday,2024-03,2024Q1,2024,81059,32.51531358382324,-102.6748748412842
2024-03-08 10:00:00,Physical Intrusion,Medium,Asia,Healthcare,Nation State,30,2024-03-08,10,Friday,2024-03,2024Q1,2024,81089,27.14275191706777,99.82585524752729
2024-03-08 11:00:00,Physical Intrusion,Medium,Asia,Finance,Organized Crime,10,2024-03-08,11,Friday,2024-03,2024Q1,2024,81099,29.095984591764413,100.22508709371985
2024-03-08 12:00:00,Insider Threat,Medium,Australia,Government,Hacktivist,91,2024-03-08,12,Friday,2024-03,2024Q1,2024,81190,-26.257102564196508,138.86128280311357
2024-03-08 13:00:00,Cyber Attack,High,Asia,Technology,Nation State,91,2024-03-08,13,Friday,2024-03,2024Q1,2024,81281,38.05604448527395,104.7810554031026
2024-03-08 14:00:00,Physical Intrusion,High,North America,Finance,Nation State,24,2024-03-08,14,Friday,2024-03,2024Q1,2024,81305,36.08762036951382,-90.02924468127104
2024-03-08 15:00:00,Cyber Attack,Low,Africa,Technology,Nation State,59,2024-03-08,15,Friday,2024-03,2024Q1,2024,81364,-0.6305444239815016,18.908784253814634
2024-03-08 16:00:00,Cyber Attack,Medium,Asia,Technology,Unknown,67,2024-03-08,16,Friday,2024-03,2024Q1,2024,81431,36.09358208897051,101.07100396255012
2024-03-08 17:00:00,Cyber Attack,Medium,Asia,Energy,Organized Crime,61,2024-03-08,17,Friday,2024-03,2024Q1,2024,81492,42.679916138186556,102.37867497298605
2024-03-08 18:00:00,Social Engineering,Medium,North America,Healthcare,Hacktivist,26,2024-03-08,18,Friday,2024-03,2024Q1,2024,81518,40.27919889004119,-100.77191845130523
2024-03-08 19:00:00,Cyber Attack,Low,Europe,Energy,Insider,39,2024-03-08,19,Friday,2024-03,2024Q1,2024,81557,50.502144704180225,11.559661974166794
2024-03-08 20:00:00,Social Engineering,Medium,Europe,Healthcare,Hacktivist,82,2024-03-08,20,Friday,2024-03,2024Q1,2024,81639,46.9734199996077,7.998316013261254
2024-03-08 21:00:00,Insider Threat,High,South America,Finance,Hacktivist,3,2024-03-08,21,Friday,2024-03,2024Q1,2024,81642,-5.816530844569858,-66.44248823692405
2024-03-08 22:00:00,Physical Intrusion,Medium,Australia,Technology,Hacktivist,38,2024-03-08,22,Friday,2024-03,2024Q1,2024,81680,-21.177129569422775,139.66842978611155
2024-03-08 23:00:00,Physical Intrusion,Critical,Europe,Energy,Insider,42,2024-03-08,23,Friday,2024-03,2024Q1,2024,81722,44.444409297239154,16.094449001350718
2024-03-09 00:00:00,Physical Intrusion,Critical,Asia,Manufacturing,Hacktivist,48,2024-03-09,0,Saturday,2024-03,2024Q1,2024,81770,42.49022283786766,102.87088261737354
2024-03-09 01:00:00,Physical Intrusion,Low,Africa,Finance,Hacktivist,89,2024-03-09,1,Saturday,2024-03,2024Q1,2024,81859,3.583950125007952,27.429689330010447
2024-03-09 02:00:00,Physical Intrusion,Low,South America,Finance,Organized Crime,13,2024-03-09,2,Saturday,2024-03,2024Q1,2024,81872,-13.830197150877794,-62.52397854856225
2024-03-09 03:00:00,Physical Intrusion,Critical,Australia,Manufacturing,Organized Crime,89,2024-03-09,3,Saturday,2024-03,2024Q1,2024,81961,-21.698433927422855,140.2127964623175
2024-03-09 04:00:00,Physical Intrusion,Critical,Africa,Healthcare,Organized Crime,88,2024-03-09,4,Saturday,2024-03,2024Q1,2024,82049,5.679157252849834,15.251356903852498
2024-03-09 05:00:00,Insider Threat,Low,Africa,Technology,Nation State,56,2024-03-09,5,Saturday,2024-03,2024Q1,2024,82105,-3.7650916329871063,31.86713453986602
2024-03-09 06:00:00,Cyber Attack,Low,Asia,Healthcare,Hacktivist,59,2024-03-09,6,Saturday,2024-03,2024Q1,2024,82164,33.051854498508824,96.20775263210831
2024-03-09 07:00:00,Data Breach,Low,North America,Healthcare,Unknown,63,2024-03-09,7,Saturday,2024-03,2024Q1,2024,82227,39.80787545547159,-105.50137092695093
2024-03-09 08:00:00,Social Engineering,Critical,North America,Finance,Unknown,80,2024-03-09,8,Saturday,2024-03,2024Q1,2024,82307,33.79996985657033,-89.01033654089463
2024-03-09 09:00:00,Data Breach,Low,North America,Healthcare,Unknown,43,2024-03-09,9,Saturday,2024-03,2024Q1,2024,82350,43.64690867524017,-108.55805571875803
2024-03-09 10:00:00,Data Breach,Medium,Europe,Government,Insider,75,2024-03-09,10,Saturday,2024-03,2024Q1,2024,82425,48.622752433273305,8.763022120705504
2024-03-09 11:00:00,Cyber Attack,High,North America,Manufacturing,Organized Crime,57,2024-03-09,11,Saturday,2024-03,2024Q1,2024,82482,38.071616089489176,-102.64204905023915
2024-03-09 12:00:00,Cyber Attack,Low,Australia,Manufacturing,Organized Crime,21,2024-03-09,12,Saturday,2024-03,2024Q1,2024,82503,-28.214823109728716,135.15546056337703
2024-03-09 13:00:00,Cyber Attack,Medium,Asia,Technology,Organized Crime,95,2024-03-09,13,Saturday,2024-03,2024Q1,2024,82598,34.829725003182666,106.27432456705608
2024-03-09 14:00:00,Physical Intrusion,Low,Europe,Manufacturing,Insider,54,2024-03-09,14,Saturday,2024-03,2024Q1,2024,82652,50.77882037349506,8.806192860061344
2024-03-09 15:00:00,Insider Threat,High,Australia,Healthcare,Hacktivist,79,2024-03-09,15,Saturday,2024-03,2024Q1,2024,82731,-20.01974694653436,138.7033216847753
2024-03-09 16:00:00,Physical Intrusion,Low,North America,Healthcare,Nation State,53,2024-03-09,16,Saturday,2024-03,2024Q1,2024,82784,45.12073234793994,-92.94037830258709
2024-03-09 17:00:00,Insider Threat,Medium,Australia,Energy,Organized Crime,45,2024-03-09,17,Saturday,2024-03,2024Q1,2024,82829,-30.668361903256308,132.0949858020893
2024-03-09 18:00:00,Insider Threat,Medium,Africa,Technology,Hacktivist,36,2024-03-09,18,Saturday,2024-03,2024Q1,2024,82865,2.3027513392381977,11.062713215002091
2024-03-09 19:00:00,Data Breach,Low,Asia,Technology,Unknown,63,2024-03-09,19,Saturday,2024-03,2024Q1,2024,82928,41.14951317609118,101.62782990706557
2024-03-09 20:00:00,Data Breach,Low,Asia,Manufacturing,Nation State,1,2024-03-09,20,Saturday,2024-03,2024Q1,2024,82929,33.886898493535654,106.49931410808685
2024-03-09 21:00:00,Insider Threat,Medium,Australia,Healthcare,Unknown,92,2024-03-09,21,Saturday,2024-03,2024Q1,2024,83021,-25.849740256296695,135.81026331145432
2024-03-09 22:00:00,Insider Threat,Low,South America,Government,Hacktivist,97,2024-03-09,22,Saturday,2024-03,2024Q1,2024,83118,-16.98382995158289,-55.5899038373309
2024-03-09 23:00:00,Physical Intrusion,High,Asia,Energy,Hacktivist,67,2024-03-09,23,Saturday,2024-03,2024Q1,2024,83185,37.69108905875326,114.31640802515771
2024-03-10 00:00:00,Physical Intrusion,High,Africa,Government,Unknown,79,2024-03-10,0,Sunday,2024-03,2024Q1,2024,83264,1.4367007874828048,21.058276149282797
2024-03-10 01:00:00,Data Breach,Medium,Asia,Healthcare,Nation State,33,2024-03-10,1,Sunday,2024-03,2024Q1,2024,83297,39.898234321477275,102.96704392063049
2024-03-10 02:00:00,Cyber Attack,Medium,South America,Technology,Unknown,32,2024-03-10,2,Sunday,2024-03,2024Q1,2024,83329,-15.55598676945965,-63.634727819586836
2024-03-10 03:00:00,Insider Threat,Medium,Asia,Technology,Unknown,87,2024-03-10,3,Sunday,2024-03,2024Q1,2024,83416,41.2999930393824,104.06706195127028
2024-03-10 04:00:00,Physical Intrusion,High,Asia,Government,Unknown,58,2024-03-10,4,Sunday,2024-03,2024Q1,2024,83474,37.98754679636681,109.25635282041637
2024-03-10 05:00:00,Data Breach,Medium,South America,Finance,Nation State,26,2024-03-10,5,Sunday,2024-03,2024Q1,2024,83500,-9.118301635766551,-63.01875580399439
2024-03-10 06:00:00,Physical Intrusion,Low,Asia,Healthcare,Insider,61,2024-03-10,6,Sunday,2024-03,2024Q1,2024,83561,32.02078712506543,107.98242688261917
2024-03-10 07:00:00,Insider Threat,Low,Australia,Technology,Nation State,17,2024-03-10,7,Sunday,2024-03,2024Q1,2024,83578,-17.16175124769263,129.57728822183677
2024-03-10 08:00:00,Insider Threat,Medium,Europe,Manufacturing,Unknown,73,2024-03-10,8,Sunday,2024-03,2024Q1,2024,83651,47.22257515832007,9.906917850334693
2024-03-10 09:00:00,Social Engineering,Medium,Australia,Finance,Organized Crime,69,2024-03-10,9,Sunday,2024-03,2024Q1,2024,83720,-27.543178846971113,127.25413216260954
2024-03-10 10:00:00,Cyber Attack,Medium,Asia,Technology,Organized Crime,29,2024-03-10,10,Sunday,2024-03,2024Q1,2024,83749,33.03170963300892,102.16185821967139
2024-03-10 11:00:00,Social Engineering,Low,North America,Manufacturing,Hacktivist,63,2024-03-10,11,Sunday,2024-03,2024Q1,2024,83812,37.49845365322812,-92.61016788825872
2024-03-10 12:00:00,Data Breach,High,North America,Technology,Insider,6,2024-03-10,12,Sunday,2024-03,2024Q1,2024,83818,49.467765705909216,-98.69727852919956
2024-03-10 13:00:00,Physical Intrusion,Low,Europe,Finance,Hacktivist,59,2024-03-10,13,Sunday,2024-03,2024Q1,2024,83877,52.60910362475113,9.333336322675054
2024-03-10 14:00:00,Data Breach,Low,Asia,Government,Hacktivist,99,2024-03-10,14,Sunday,2024-03,2024Q1,2024,83976,37.479399144656675,106.35200483011076
2024-03-10 15:00:00,Insider Threat,Medium,Africa,Healthcare,Organized Crime,21,2024-03-10,15,Sunday,2024-03,2024Q1,2024,83997,-9.45757260861961,22.572043412590958
2024-03-10 16:00:00,Social Engineering,Low,Asia,Finance,Nation State,45,2024-03-10,16,Sunday,2024-03,2024Q1,2024,84042,41.427448218125335,106.62177827689528
2024-03-10 17:00:00,Social Engineering,Medium,North America,Finance,Hacktivist,45,2024-03-10,17,Sunday,2024-03,2024Q1,2024,84087,34.807691986065805,-98.8577400678938
2024-03-10 18:00:00,Social Engineering,Low,South America,Technology,Hacktivist,87,2024-03-10,18,Sunday,2024-03,2024Q1,2024,84174,-15.181769356420421,-64.98668170137029
2024-03-10 19:00:00,Data Breach,Medium,Europe,Manufacturing,Insider,35,2024-03-10,19,Sunday,2024-03,2024Q1,2024,84209,46.47904327763651,2.6055147924759083
2024-03-10 20:00:00,Insider Threat,Medium,South America,Finance,Organized Crime,52,2024-03-10,20,Sunday,2024-03,2024Q1,2024,84261,-13.801697353586013,-56.36646861512902
2024-03-10 21:00:00,Physical Intrusion,Low,Africa,Healthcare,Nation State,46,2024-03-10,21,Sunday,2024-03,2024Q1,2024,84307,7.67030604935207,13.456604442477218
2024-03-10 22:00:00,Physical Intrusion,Low,Asia,Government,Insider,66,2024-03-10,22,Sunday,2024-03,2024Q1,2024,84373,30.19288899217156,106.82651537375078
2024-03-10 23:00:00,Data Breach,High,Africa,Manufacturing,Nation State,57,2024-03-10,23,Sunday,2024-03,2024Q1,2024,84430,-3.5947138508086263,25.038853818355935
2024-03-11 00:00:00,Social Engineering,Medium,South America,Government,Nation State,42,2024-03-11,0,Monday,2024-03,2024Q1,2024,84472,-14.302092606818603,-65.1535392244442
2024-03-11 01:00:00,Cyber Attack,Medium,Asia,Government,Hacktivist,73,2024-03-11,1,Monday,2024-03,2024Q1,2024,84545,42.84999687265387,101.7183436121493
2024-03-11 02:00:00,Data Breach,Low,Australia,Healthcare,Insider,77,2024-03-11,2,Monday,2024-03,2024Q1,2024,84622,-27.123067085033192,134.23213809914128
2024-03-11 03:00:00,Data Breach,Medium,Australia,Technology,Hacktivist,98,2024-03-11,3,Monday,2024-03,2024Q1,2024,84720,-28.581135151740078,130.56449756169894
2024-03-11 04:00:00,Insider Threat,Medium,Africa,Manufacturing,Unknown,16,2024-03-11,4,Monday,2024-03,2024Q1,2024,84736,0.8195280517840835,15.48504384324153
2024-03-11 05:00:00,Physical Intrusion,Medium,Australia,Manufacturing,Nation State,5,2024-03-11,5,Monday,2024-03,2024Q1,2024,84741,-24.962570316325724,132.33374393840356
2024-03-11 06:00:00,Data Breach,High,Australia,Healthcare,Insider,1,2024-03-11,6,Monday,2024-03,2024Q1,2024,84742,-30.124944306189725,131.14574680242848
2024-03-11 07:00:00,Data Breach,Low,North America,Manufacturing,Organized Crime,22,2024-03-11,7,Monday,2024-03,2024Q1,2024,84764,37.97334790093591,-97.56860157401708
2024-03-11 08:00:00,Social Engineering,Low,Australia,Finance,Hacktivist,48,2024-03-11,8,Monday,2024-03,2024Q1,2024,84812,-34.83979056755192,135.3912058334077
2024-03-11 09:00:00,Social Engineering,High,North America,Energy,Unknown,26,2024-03-11,9,Monday,2024-03,2024Q1,2024,84838,39.847930978690385,-107.23307706483443
2024-03-11 10:00:00,Cyber Attack,Critical,Europe,Energy,Unknown,34,2024-03-11,10,Monday,2024-03,2024Q1,2024,84872,43.77030338770617,18.64057015832284
2024-03-11 11:00:00,Insider Threat,Low,North America,Energy,Unknown,58,2024-03-11,11,Monday,2024-03,2024Q1,2024,84930,52.344759289252664,-101.4919932169122
2024-03-11 12:00:00,Cyber Attack,Medium,North America,Government,Hacktivist,85,2024-03-11,12,Monday,2024-03,2024Q1,2024,85015,42.77417567389991,-100.34610095730542
2024-03-11 13:00:00,Social Engineering,Low,South America,Manufacturing,Organized Crime,7,2024-03-11,13,Monday,2024-03,2024Q1,2024,85022,-13.731136566636875,-62.616769624582986
2024-03-11 14:00:00,Physical Intrusion,Low,North America,Healthcare,Insider,25,2024-03-11,14,Monday,2024-03,2024Q1,2024,85047,42.634766557866946,-100.0551580948209
2024-03-11 15:00:00,Social Engineering,Low,North America,Manufacturing,Nation State,57,2024-03-11,15,Monday,2024-03,2024Q1,2024,85104,37.54320131927711,-104.53281930379703
2024-03-11 16:00:00,Insider Threat,Low,South America,Healthcare,Organized Crime,12,2024-03-11,16,Monday,2024-03,2024Q1,2024,85116,-15.71090166086235,-66.76746784075026
2024-03-11 17:00:00,Social Engineering,High,North America,Manufacturing,Hacktivist,31,2024-03-11,17,Monday,2024-03,2024Q1,2024,85147,42.526963672437894,-101.66119374281105
2024-03-11 18:00:00,Insider Threat,Medium,Australia,Government,Insider,27,2024-03-11,18,Monday,2024-03,2024Q1,2024,85174,-29.879427717272613,142.17229211754545
2024-03-11 19:00:00,Insider Threat,Low,North America,Finance,Nation State,86,2024-03-11,19,Monday,2024-03,2024Q1,2024,85260,43.415503487830094,-97.1842436734533
2024-03-11 20:00:00,Insider Threat,Low,Europe,Energy,Insider,34,2024-03-11,20,Monday,2024-03,2024Q1,2024,85294,60.535607291574536,16.09118464778369
2024-03-11 21:00:00,Insider Threat,High,North America,Energy,Nation State,81,2024-03-11,21,Monday,2024-03,2024Q1,2024,85375,32.6005079604075,-102.87543947672803
2024-03-11 22:00:00,Insider Threat,Low,North America,Manufacturing,Nation State,75,2024-03-11,22,Monday,2024-03,2024Q1,2024,85450,42.66388304589024,-104.08244154124272
2024-03-11 23:00:00,Physical Intrusion,Medium,Europe,Government,Unknown,93,2024-03-11,23,Monday,2024-03,2024Q1,2024,85543,45.907782169022695,7.424033427690115
2024-03-12 00:00:00,Cyber Attack,Low,South America,Energy,Hacktivist,34,2024-03-12,0,Tuesday,2024-03,2024Q1,2024,85577,-11.545269735290255,-57.431226691522156
2024-03-12 01:00:00,Data Breach,Medium,Australia,Manufacturing,Organized Crime,37,2024-03-12,1,Tuesday,2024-03,2024Q1,2024,85614,-23.305480346119495,140.10089997667532
2024-03-12 02:00:00,Cyber Attack,Low,North America,Technology,Unknown,58,2024-03-12,2,Tuesday,2024-03,2024Q1,2024,85672,49.398028970395714,-101.38233825003572
2024-03-12 03:00:00,Insider Threat,Low,Australia,Manufacturing,Unknown,60,2024-03-12,3,Tuesday,2024-03,2024Q1,2024,85732,-16.492295998396173,127.9775651609381
2024-03-12 04:00:00,Physical Intrusion,Low,Africa,Healthcare,Insider,26,2024-03-12,4,Tuesday,2024-03,2024Q1,2024,85758,-7.240470545405352,24.870596881024053
2024-03-12 05:00:00,Social Engineering,Low,Australia,Energy,Nation State,45,2024-03-12,5,Tuesday,2024-03,2024Q1,2024,85803,-21.17879455043822,140.54938175966709
2024-03-12 06:00:00,Physical Intrusion,Medium,South America,Energy,Nation State,45,2024-03-12,6,Tuesday,2024-03,2024Q1,2024,85848,-11.264621288819402,-57.442980445642085
2024-03-12 07:00:00,Insider Threat,Medium,South America,Technology,Insider,32,2024-03-12,7,Tuesday,2024-03,2024Q1,2024,85880,-9.05541425884174,-52.85613417924078
2024-03-12 08:00:00,Physical Intrusion,Low,North America,Finance,Hacktivist,69,2024-03-12,8,Tuesday,2024-03,2024Q1,2024,85949,42.362072655385035,-109.57942227546658
2024-03-12 09:00:00,Physical Intrusion,Low,Europe,Manufacturing,Nation State,84,2024-03-12,9,Tuesday,2024-03,2024Q1,2024,86033,52.982607407919055,5.382794541935266
2024-03-12 10:00:00,Insider Threat,Medium,South America,Finance,Unknown,71,2024-03-12,10,Tuesday,2024-03,2024Q1,2024,86104,-20.163001545478394,-59.89667890896078
2024-03-12 11:00:00,Physical Intrusion,Medium,Europe,Manufacturing,Unknown,23,2024-03-12,11,Tuesday,2024-03,2024Q1,2024,86127,52.10979675690767,4.711390920527949
2024-03-12 12:00:00,Data Breach,Critical,Africa,Technology,Nation State,65,2024-03-12,12,Tuesday,2024-03,2024Q1,2024,86192,-1.0828886099848158,24.58696830883585
